14	0.348
10	0.435
19	0.266
22	0.402
12	0.314615384615
11	0.327428571429
6	0.374666666667
15	0.3714
9	0.399428571429
18	0.232222222222
21	0.308315789474
14	0.462461538462
17	0.274888888889
13	0.416588235294
16	0.160285714286
15	0.188
15	0.425
15	0.38375
16	0.375142857143
19	0.321454545455
17	0.3705
12	0.402444444444
7	0.3664
17	0.4346
16	0.253333333333
19	0.375555555556
20	0.254
8	0.484666666667
15	0.424222222222
19	0.267818181818
14	0.391875
7	0.298
10	0.348545454545
11	0.2625
18	0.276
8	0.392857142857
16	0.238285714286
29	0.431714285714
12	0.276
12	0.1845
12	0.3485
17	0.388666666667
12	0.256
14	0.294363636364
17	0.376888888889
18	0.324571428571
7	0.383636363636
19	0.454421052632
9	0.3236
16	0.316666666667
19	0.3705
14	0.271714285714
14	0.503
19	0.2605
15	0.354
12	0.1956
11	0.212666666667
9	0.386363636364
19	0.3474
12	0.3826
9	0.222
12	0.2476
11	0.221555555556
14	0.436875
29	0.259166666667
22	0.36
11	0.1736
14	0.156666666667
10	0.403
10	0.431230769231
5	0.468
6	0.299333333333
19	0.184
9	0.393
8	0.472
16	0.351428571429
27	0.372333333333
18	0.390923076923
25	0.375647058824
34	0.365285714286
13	0.2915
26	0.459714285714
14	0.235333333333
12	0.337
16	0.383846153846
8	0.299666666667
20	0.278
14	0.305285714286
14	0.309555555556
10	0.4
19	0.372
6	0.4916
19	0.4028
13	0.3828
14	0.276533333333
27	0.386
19	0.30925
13	0.3785
23	0.213111111111
12	0.336666666667
14	0.409142857143
20	0.283230769231
22	0.294588235294
26	0.463
17	0.345090909091
17	0.390888888889
19	0.3335
18	0.284
14	0.4134
11	0.3068
16	0.126
18	0.3045
13	0.3304
5	0.456
22	0.338444444444
31	0.332533333333
17	0.371428571429
10	0.398
13	0.1695
28	0.405
16	0.264222222222
11	0.302857142857
15	0.35
9	0.3472
19	0.2994
28	0.443777777778
18	0.238363636364
22	0.238
15	0.370666666667
11	0.324
8	0.183
19	0.284
17	0.322571428571
5	0.4332
12	0.321111111111
8	0.338222222222
11	0.432166666667
15	0.289076923077
18	0.4416
17	0.277111111111
12	0.313555555556
12	0.4625
10	0.450909090909
15	0.323454545455
13	0.391
13	0.264
13	0.305777777778
15	0.243111111111
18	0.367666666667
20	0.213333333333
9	0.345058823529
12	0.303
23	0.216
12	0.414125
7	0.374
17	0.2385
18	0.411272727273
7	0.4624
12	0.21
11	0.195333333333
12	0.389142857143
19	0.186333333333
5	0.362
12	0.37075
18	0.2495
16	0.2592
15	0.249666666667
20	0.30625
17	0.357833333333
22	0.366333333333
19	0.301111111111
16	0.28125
17	0.2668
15	0.346363636364
15	0.3455
12	0.227
14	0.382
23	0.243
13	0.315
16	0.361
22	0.319
15	0.471
8	0.219
8	0.325
8	0.321
16	0.411
23	0.266
17	0.39
20	0.267
13	0.490
13	0.363
28	0.294
15	0.375
22	0.26
21	0.264
17	0.469
16	0.395
18	0.391
12	0.329
21	0.286
