14	0.38
10	0.42
19	0.292307692308
22	0.393333333333
12	0.332307692308
11	0.365714285714
6	0.503333333333
15	0.408
9	0.371428571429
18	0.246666666667
21	0.384210526316
14	0.441538461538
17	0.322222222222
13	0.498823529412
16	0.208571428571
15	0.216
15	0.43
15	0.4025
16	0.345714285714
19	0.345454545455
17	0.338333333333
12	0.277777777778
7	0.444
17	0.366
16	0.28
19	0.411111111111
20	0.284
8	0.556666666667
15	0.455555555556
19	0.303636363636
14	0.4575
7	0.42
10	0.390909090909
11	0.2975
18	0.28
8	0.434285714286
16	0.257142857143
29	0.441428571429
12	0.276666666667
12	0.225
12	0.3825
17	0.362222222222
12	0.324
14	0.314545454545
17	0.364444444444
18	0.318571428571
7	0.385454545455
19	0.458947368421
9	0.28
16	0.328888888889
19	0.415
14	0.268571428571
14	0.528
19	0.3375
15	0.492
12	0.304
11	0.266666666667
9	0.399090909091
19	0.366
12	0.57
9	0.44
12	0.32
11	0.293333333333
14	0.3875
29	0.408333333333
22	0.449090909091
11	0.208
14	0.21
10	0.506
10	0.446153846154
5	0.54
6	0.393333333333
19	0.25
9	0.475
8	0.542857142857
16	0.408571428571
27	0.415
18	0.466153846154
25	0.505882352941
34	0.337142857143
13	0.344166666667
26	0.45
14	0.277777777778
12	0.35
16	0.409230769231
8	0.34
20	0.352
14	0.357142857143
14	0.328888888889
10	0.515
19	0.343333333333
6	0.564
19	0.34
13	0.505333333333
14	0.312
27	0.493333333333
19	0.2925
13	0.4325
23	0.284444444444
12	0.383333333333
14	0.44
20	0.273846153846
22	0.407058823529
26	0.396
17	0.310909090909
17	0.424444444444
19	0.318333333333
18	0.314
14	0.416
11	0.324
16	0.16
18	0.27
13	0.304
5	0.54
22	0.412222222222
31	0.364
17	0.324285714286
10	0.465714285714
13	0.235
28	0.356
16	0.364444444444
11	0.337142857143
15	0.38
9	0.396
19	0.375
28	0.445555555556
18	0.312727272727
22	0.275294117647
15	0.383333333333
11	0.322222222222
8	0.286666666667
19	0.34
17	0.36
5	0.52
12	0.322222222222
8	0.415555555556
11	0.463333333333
15	0.336923076923
18	0.424
17	0.366666666667
12	0.406666666667
12	0.5425
10	0.449090909091
15	0.345454545455
13	0.408333333333
13	0.322222222222
13	0.34
15	0.286666666667
18	0.373333333333
20	0.28
9	0.428235294118
12	0.5
23	0.252
12	0.5275
7	0.4
17	0.26
18	0.412727272727
7	0.536
12	0.276666666667
11	0.36
12	0.44
19	0.25
5	0.46
12	0.435
18	0.2675
16	0.298
15	0.276666666667
20	0.335
17	0.351666666667
22	0.415
19	0.268888888889
16	0.265
17	0.292
15	0.356363636364
15	0.491666666667
12	0.277
14	0.392
23	0.254
13	0.372
16	0.416
22	0.298
15	0.405
8	0.28
8	0.360
8	0.340
16	0.408
23	0.274
17	0.46
20	0.360
13	0.583
13	0.346
28	0.355
15	0.456
22	0.296
21	0.288
17	0.425
16	0.350
18	0.427
12	0.524
21	0.318
